Order Date,Region,Country,Category,Product,Sales Rep,Channel,Units Sold,Unit Price,Unit Cost,Revenue,Cost,Profit,Margin %
2025-12-23,North,USA,Apparel,Sunglasses,R. Chen,Retail Store,25,$34.99,$19.24,$874.75,$481.00,$393.75,45.0%
2025-12-23,North,USA,Home & Kitchen,Blender,K. Ivanova,Retail Store,21,$44.99,$28.34,$944.79,$595.14,$349.65,37.0%
2025-12-23,East,India,Office,Desk Chair,J. Kim,Online,18,$179.99,$82.80,"$3,239.82","$1,490.40","$1,749.42",54.0%
2025-12-23,South,Argentina,Office,Notebook Set,K. Ivanova,Online,30,$14.99,$8.69,$449.70,$260.70,$189.00,42.0%
2025-12-24,West,UK,Electronics,Smart Watch,M. Silva,Online,1,$149.99,$69.00,$149.99,$69.00,$80.99,54.0%
2025-12-24,South,Argentina,Home & Kitchen,Cookware Set,A. Patel,Online,31,$119.99,$56.40,"$3,719.69","$1,748.40","$1,971.29",53.0%
2025-12-25,East,Japan,Office,Notebook Set,R. Chen,Online,13,$14.99,$8.69,$194.87,$112.97,$81.90,42.0%
2025-12-25,East,Japan,Office,Notebook Set,K. Ivanova,Online,9,$14.99,$8.69,$134.91,$78.21,$56.70,42.0%
2025-12-25,North,Canada,Office,Desk Lamp,R. Chen,Wholesale,10,$29.99,$16.79,$299.90,$167.90,$132.00,44.0%
2025-12-26,East,India,Home & Kitchen,Air Fryer,R. Chen,Retail Store,32,$89.99,$53.99,"$2,879.68","$1,727.68","$1,152.00",40.0%
2025-12-26,South,Brazil,Home & Kitchen,Blender,R. Chen,Retail Store,26,$44.99,$28.34,"$1,169.74",$736.84,$432.90,37.0%
2025-12-27,South,Argentina,Home & Kitchen,Blender,T. Novak,Online,35,$44.99,$28.34,"$1,574.65",$991.90,$582.75,37.0%
2025-12-27,North,USA,Home & Kitchen,Blender,R. Chen,Online,31,$44.99,$28.34,"$1,394.69",$878.54,$516.15,37.0%
2025-12-28,South,Brazil,Office,Desk Lamp,S. Owusu,Online,27,$29.99,$16.79,$809.73,$453.33,$356.40,44.0%
2025-12-28,West,Germany,Home & Kitchen,Cookware Set,A. Patel,Online,38,$119.99,$56.40,"$4,559.62","$2,143.20","$2,416.42",53.0%
2025-12-28,East,Japan,Apparel,Backpack,S. Owusu,Wholesale,40,$54.99,$26.95,"$2,199.60","$1,078.00","$1,121.60",51.0%
2025-12-29,North,Canada,Apparel,Jacket,S. Owusu,Online,11,$99.99,$46.00,"$1,099.89",$506.00,$593.89,54.0%
2025-12-30,South,Argentina,Electronics,Bluetooth Speaker,K. Ivanova,Retail Store,27,$39.99,$20.39,"$1,079.73",$550.53,$529.20,49.0%
2025-12-30,North,Canada,Office,Desk Chair,K. Ivanova,Wholesale,24,$179.99,$82.80,"$4,319.76","$1,987.20","$2,332.56",54.0%
2025-12-30,North,USA,Apparel,Sunglasses,T. Novak,Wholesale,24,$34.99,$19.24,$839.76,$461.76,$378.00,45.0%
2025-12-31,North,Canada,Electronics,Smart Watch,T. Novak,Online,33,$149.99,$69.00,"$4,949.67","$2,277.00","$2,672.67",54.0%
2025-12-31,East,India,Electronics,Smart Watch,L. Rossi,Retail Store,24,$149.99,$69.00,"$3,599.76","$1,656.00","$1,943.76",54.0%
2025-12-31,West,Germany,Apparel,Jacket,S. Owusu,Wholesale,30,$99.99,$46.00,"$2,999.70","$1,380.00","$1,619.70",54.0%
